ALA,ARE,BAX,CAM,GON,MEL,OBL,OVA,WIL,ALP,VIM,ARO.SAB,Rockiness,Sandiness,VallyBotFlat,PPTann,Loaminess,cvTemp,T0,latitude,longitude
0,1,0,0,1,0,0,0,0,0,0,0,80,0,0,752,0,158,553.2,-36.9,142.3862
0,0,0,0,1,0,0,0,0,0,0,0,95,0,0,722,0,158,2425.83,-36.8998,142.3855
0,0,0,0,1,0,0,0,0,0,0,0,90,1,0,718,0,158,3407.5,-36.8991,142.3853
0,0,0,0,1,0,0,0,0,0,0,0,90,1,0,740,0,158,114.83,-36.8976,142.3854
0,1,0,0,1,0,0,0,0,0,0,0,10,1,0,649,0,158,919.67,-36.8953,142.3837
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,649,0,158,919.67,-36.8953,142.3837
0,1,0,0,1,0,0,0,0,0,0,0,5,0,0,649,0,158,919.67,-36.8953,142.3837
0,1,0,0,1,0,0,0,0,0,0,0,40,1,0,647,0,158,481.03,-36.8946,142.3827
0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,689,0,157,10877.23,-36.9254,142.4123
0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.6,689,0,157,10655.95,-36.9259,142.4115
0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.5,691,0,157,10508.79,-36.9264,142.4112
0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.48,689,0,157,10614.33,-36.9261,142.4109
0,0,0,0,0,1,0,1,0,0,0,0,5,0,0.61,689,0,157,10869.43,-36.9262,142.41
1,0,1,0,0,0,0,0,0,0,0,0,90,1,0,937,0,150,10882.06,-37.1999,142.4739
0,0,1,0,0,0,0,0,0,0,0,0,10,1,0,926,0,150,10271.01,-37.2005,142.478
1,0,0,0,0,0,0,0,0,1,0,0,90,1,0,969,0,150,1404.67,-37.1868,142.4772
0,0,0,0,0,0,0,0,0,1,0,0,95,1,0,988,0,150,7399.66,-37.187,142.4757
0,0,0,0,0,0,0,0,0,1,0,0,95,1,0,983,0,150,3393.24,-37.1871,142.4751
0,0,0,0,0,0,0,0,0,1,0,0,95,1,0,976,0,150,1147.36,-37.1867,142.4749
1,0,1,0,0,0,0,0,0,0,0,0,90,1,0,978,0,150,1162.38,-37.1861,142.4779
0,0,0,0,0,0,0,0,0,1,0,0,90,1,0,1137,0,151,829.86,-37.1956,142.5045
0,0,0,0,0,0,0,0,0,1,0,0,85,1,0,1060,0,151,1369.23,-37.1934,142.5037
0,0,0,0,0,0,0,0,0,1,0,0,60,1,0,1025,0,151,6157.98,-37.1925,142.5038
0,0,1,0,0,0,0,0,0,1,0,0,80,1,0,1081,0,151,263.32,-37.1882,142.4981
0,0,1,0,0,0,0,0,0,0,0,1,20,1,0,964,0,151,8172.33,-37.1851,142.4895
0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,766,0,136,2960.71,-37.5901,142.3598
0,0,1,0,0,0,1,0,0,0,0,0,40,1,0,766,0,136,3725.2,-37.5903,142.3599
0,0,1,0,0,0,1,0,0,0,0,0,10,1,0,770,0,136,1803.08,-37.5897,142.3595
0,0,1,0,0,0,1,0,0,0,0,0,10,1,0,787,0,136,353.08,-37.5888,142.3592
0,0,1,0,0,0,1,0,1,0,0,1,10,1,0,787,0,136,353.08,-37.5888,142.3592
0,0,1,0,0,0,1,0,0,0,0,1,10,1,0,787,0,136,353.08,-37.5888,142.3592
0,0,1,0,0,0,1,0,1,0,0,1,5,1,0,748,0,136,7137.81,-37.5668,142.3651
0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,737,0,136,5364.52,-37.5666,142.3643
0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,720,0,136,3271.95,-37.566,142.3624
0,0,1,0,0,0,1,0,1,0,0,1,5,1,0,717,0,136,1370.83,-37.5656,142.3604
0,0,1,0,0,0,0,0,1,0,0,1,0,1,0.61,671,0,138,758.5,-37.5009,142.415
0,0,1,0,0,0,0,0,1,0,0,1,0,1,1.56,673,0,138,759.96,-37.5009,142.4134
0,0,1,0,0,0,0,0,1,0,0,1,0,1,1.49,675,0,138,877.95,-37.5009,142.4121
0,0,1,0,0,0,0,0,1,0,0,1,0,1,0.58,679,0,138,858.22,-37.5005,142.4109
0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,685,0,138,910.44,-37.4999,142.4092
0,0,1,0,0,0,0,0,0,1,0,0,90,1,0,745,0,142,5337.74,-37.4277,142.46
0,0,1,0,0,0,0,0,1,0,0,0,80,1,0,727,0,141,1270.54,-37.4321,142.4605
0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,742,0,141,4209.86,-37.4331,142.4592
0,0,0,0,0,0,0,0,1,0,0,0,10,1,0.89,703,0,141,2756.38,-37.4361,142.4593
0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.89,703,0,141,2756.38,-37.4361,142.4593
0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.89,703,0,141,2756.38,-37.4361,142.4593
0,0,0,0,0,0,0,0,0,1,0,0,85,1,0,845,0,145,4381.5,-37.3555,142.4966
0,0,0,0,0,0,0,0,0,1,0,0,85,1,0,845,0,145,4329.83,-37.3556,142.4965
0,0,0,0,0,0,0,0,0,1,0,0,85,1,0,851,0,145,3660.89,-37.3558,142.4964
0,0,0,0,0,0,0,0,0,1,0,0,80,1,0,834,0,145,4093.07,-37.3559,142.4965
0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,845,0,145,2666.07,-37.356,142.4964
0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,845,0,145,2840.64,-37.3564,142.496
0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,844,0,145,3624.93,-37.3569,142.4957
0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,827,0,145,1383.56,-37.3573,142.4952
0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,747,0,145,3632.89,-37.3389,142.488
0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,744,0,145,3028.35,-37.3393,142.4877
0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,745,0,145,7469.99,-37.34,142.4877
0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,744,0,145,7347.63,-37.3405,142.4873
0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,741,0,145,3671.8,-37.3412,142.4871
0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,741,0,145,3671.8,-37.3412,142.4871
0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,724,0,145,5612.71,-37.3196,142.4793
0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,727,0,145,4814.29,-37.3202,142.4794
0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,727,0,145,4233.92,-37.3208,142.4795
0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,725,0,145,3485.49,-37.3213,142.479
0,0,1,0,0,0,0,0,0,0,0,0,5,1,0,724,0,145,4346.28,-37.319,142.4791
0,0,1,0,0,0,0,0,0,0,0,0,5,1,0.54,747,0,146,2860.29,-37.3001,142.4827
0,0,1,0,0,0,0,0,0,0,0,0,5,1,0,749,0,146,6898.71,-37.297,142.4835
0,0,1,0,0,0,0,0,0,0,0,0,5,1,0,749,0,146,7482.63,-37.2964,142.4836
0,0,1,0,0,0,0,0,0,0,0,0,5,1,0,747,0,146,9661.94,-37.2948,142.484
0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,783,0,148,1450.78,-37.2469,142.4759
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,787,0,148,2008.74,-37.2457,142.475
0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,781,0,148,7656.72,-37.2444,142.474
0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,781,0,148,7656.72,-37.2444,142.474
0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,781,0,148,7656.72,-37.2444,142.474
0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,777,0,149,10496.37,-37.1919,142.4209
0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,777,0,149,10496.37,-37.1919,142.4209
0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,778,0,149,10287.73,-37.1921,142.4207
0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,783,0,149,10441.56,-37.193,142.4213
0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,787,0,149,10321.98,-37.1933,142.4209
0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,855,0,151,1347.31,-37.1515,142.4456
0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,855,0,151,1347.31,-37.1515,142.4456
0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,861,0,151,1320.94,-37.1518,142.4468
0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,861,0,151,1320.94,-37.1518,142.4468
0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,861,0,151,1320.94,-37.1518,142.4468
0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,902,0,148,8487.46,-37.2428,142.3458
0,0,0,0,0,0,0,0,0,1,0,0,95,1,0,841,0,151,6724.56,-37.1524,142.5051
1,0,0,0,0,0,0,0,0,1,0,0,90,1,0,857,0,151,6868.91,-37.1531,142.5064
0,0,0,0,0,0,0,0,0,1,0,0,90,1,0,857,0,151,6868.91,-37.1531,142.5064
0,0,0,0,0,0,0,0,0,1,0,0,95,1,0,835,0,151,7776.47,-37.1517,142.5045
0,0,0,1,0,0,0,0,0,0,0,1,0,0,4.97,758,0,149,10889.9,-37.1779,142.4113
0,0,1,0,0,0,0,0,0,0,0,0,0,1,1.47,714,0,145,7796.32,-37.3032,142.4409
0,0,1,0,0,0,0,0,0,0,0,0,0,1,1.5,706,0,144,7020.39,-37.332,142.4686
0,0,0,0,0,0,0,0,0,0,0,1,0,0,2.57,704,0,145,10879.11,-37.3203,142.4531
0,0,0,0,0,0,1,0,0,0,0,1,40,0,0,726,0,145,6252.73,-37.2942,142.4351
0,0,0,1,0,1,0,0,0,0,0,1,5,1,1.73,717,0,146,10098.68,-37.2827,142.4167
0,0,0,0,0,1,1,0,0,0,0,0,5,1,2.42,712,0,145,10697.19,-37.2888,142.4016
0,0,0,0,0,0,0,0,0,0,0,1,0,0,4.61,712,0,146,6852.67,-37.2731,142.4269
0,0,0,1,0,0,0,0,0,0,0,0,0,0,4.91,711,0,146,5309.34,-37.277,142.4371
0,0,0,0,0,0,0,0,1,0,0,1,0,0,2.73,743,0,147,2602.93,-37.237,142.4497
0,0,1,0,0,0,0,0,0,0,1,1,0,0,2.87,768,0,149,10213.81,-37.1893,142.4183
0,0,1,0,0,0,0,0,0,0,1,0,0,0,4.43,741,0,149,1350.9,-37.1769,142.3943
0,0,1,0,0,0,0,0,0,0,0,0,15,1,0,959,0,151,8477.57,-37.177,142.4794
1,0,0,0,0,0,1,0,0,0,1,0,10,1,0,864,0,150,1410.77,-37.1835,142.5085
0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,910,0,148,3585,-37.2593,142.5533
0,0,0,0,0,0,0,0,0,1,0,0,95,1,0,1058,0,150,2545.17,-37.197,142.5065
0,0,0,0,0,0,0,0,0,1,0,0,85,1,0,1037,0,151,2721.21,-37.1931,142.504
0,0,0,0,0,0,0,0,0,1,0,0,85,1,0,993,0,151,8571.14,-37.1908,142.503
0,0,0,0,0,0,0,0,0,1,0,0,10,1,0,1050,0,151,6049.96,-37.1887,142.5
0,0,1,0,0,0,0,0,0,0,0,0,5,1,0,982,0,151,1614.96,-37.186,142.4917
0,0,1,0,0,0,0,0,0,0,0,0,5,1,0,964,0,151,8172.33,-37.1851,142.4895
0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,964,0,151,8172.33,-37.1851,142.4895
0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,964,0,151,8172.33,-37.1851,142.4895
0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,964,0,151,8172.33,-37.1851,142.4895
0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,964,0,151,8172.33,-37.1851,142.4895
0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,964,0,151,8172.33,-37.1851,142.4895
0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,964,0,151,8172.33,-37.1851,142.4895
0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,964,0,151,8172.33,-37.1851,142.4895
0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,964,0,151,8172.33,-37.1851,142.4895
0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,964,0,151,8172.33,-37.1851,142.4895
0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,964,0,151,8172.33,-37.1851,142.4895
1,0,1,0,0,0,0,0,1,0,0,0,15,1,0.65,925,0,151,2676.4,-37.1446,142.4419
0,0,1,0,0,0,1,0,1,0,0,0,5,0,1.96,829,1,152,1415.49,-37.1119,142.4156
0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,842,0,152,3001.28,-37.1265,142.4166
0,0,1,0,0,0,1,0,1,0,0,0,0,1,2.94,799,0,151,2359.63,-37.1275,142.3666
0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,751,0,150,1312.82,-37.1524,142.3819
0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,751,0,150,1312.82,-37.1524,142.3819
0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,762,0,150,3809.41,-37.1545,142.3869
0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,783,0,150,1320.94,-37.1575,142.3895
0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.61,769,0,149,1386.13,-37.172,142.4167
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,766,0,149,2251.65,-37.1737,142.4183
0,0,0,0,0,0,1,0,0,0,0,1,0,0,1.59,706,0,144,8033.61,-37.3468,142.4737
0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.61,707,0,144,5695.87,-37.3421,142.4715
0,0,1,0,0,0,0,0,0,0,0,1,0,0,2.58,704,0,145,10886.6,-37.3201,142.453
0,0,0,0,0,0,0,0,1,0,0,1,0,0,3.8,703,0,145,10814.25,-37.3178,142.45
0,0,0,1,0,0,0,0,0,0,0,0,0,0,2.72,710,1,145,10092.18,-37.2817,142.4109
0,0,0,0,0,0,0,0,0,0,0,1,0,0,4.61,712,0,146,6852.67,-37.2731,142.4269
0,0,0,1,0,0,0,0,0,0,0,0,0,0,4.61,712,0,146,6852.67,-37.2731,142.4269
0,0,0,1,0,0,0,0,0,0,0,1,0,0,3.63,722,0,146,6994.07,-37.2638,142.4594
0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,726,0,147,1503.63,-37.2588,142.4557
0,0,0,0,0,1,0,0,0,0,0,0,0,1,2.49,736,0,147,3567.64,-37.2498,142.4559
0,0,0,0,0,0,0,0,1,0,0,1,0,1,2.44,741,0,147,3574.29,-37.2414,142.4507
0,0,1,0,0,0,0,0,0,0,0,0,0,1,2.44,741,0,147,3574.29,-37.2414,142.4507
0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.62,755,0,148,2372.74,-37.2138,142.4304
0,0,0,0,0,0,0,1,0,0,1,0,0,0,4.8,720,0,149,9550.2,-37.1826,142.3731
0,0,0,1,0,0,0,0,0,0,1,0,0,1,4.97,715,0,148,5041.57,-37.1832,142.3661
0,0,0,0,0,1,0,0,0,0,0,0,0,0,5.99,699,0,148,4771.17,-37.1948,142.3457
0,0,0,0,0,1,0,0,0,0,0,0,0,0,3.62,707,0,149,2144.94,-37.1733,142.3398
0,0,0,1,0,0,0,0,0,0,0,0,0,0,3.5,712,0,149,1523.24,-37.1714,142.3433
0,0,0,1,0,1,0,1,0,0,0,0,0,1,0.6,722,0,149,2058.48,-37.1706,142.3517
0,0,0,0,0,0,0,0,0,0,0,1,0,1,3.88,714,0,149,1403.46,-37.1748,142.3609
0,0,0,1,0,0,0,0,0,0,0,1,0,1,4.89,717,0,149,5324.33,-37.1783,142.3683
0,0,1,0,0,0,1,0,0,0,1,0,5,1,2.95,703,0,143,1959.36,-37.3735,142.5086
0,0,0,0,0,0,1,0,1,0,0,1,0,1,1.96,707,0,144,1342.57,-37.3726,142.5164
0,0,1,0,0,0,0,0,1,0,0,0,0,1,1.59,715,0,144,2235.26,-37.3729,142.5282
0,0,1,0,0,0,1,0,0,0,1,0,5,1,3.99,725,0,144,4879.27,-37.3802,142.5472
0,0,1,0,0,0,1,0,0,0,0,0,5,1,0.5,839,0,145,746.56,-37.3644,142.5731
1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,892,0,146,154.99,-37.3576,142.6009
0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,877,0,146,6334.95,-37.3578,142.6048
1,0,1,0,0,0,0,0,1,0,0,0,50,1,0,818,0,145,4595.81,-37.3578,142.6084
1,0,0,0,0,0,1,0,0,0,0,0,40,1,0,770,0,145,5465.97,-37.3528,142.6086
0,0,0,0,0,0,1,0,1,0,0,0,10,1,0,669,0,145,1328.74,-37.3457,142.6295
0,0,0,0,0,0,1,0,0,0,1,0,5,1,1.81,656,0,145,659.91,-37.346,142.6335
0,0,0,0,0,0,0,0,1,0,0,0,0,1,2.41,624,0,145,3451.07,-37.34,142.6451
0,1,0,0,1,0,0,0,0,1,0,0,95,1,0,1054,0,147,3601.09,-37.276878,142.344792
0,0,1,0,0,0,0,0,1,0,0,0,50,1,0.87,750,0,142,10875.39,-37.42537,142.44925
0,0,1,0,0,0,1,0,1,0,0,0,5,1,0,717,0,141,10882.48,-37.42483,142.43985
0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,679,0,141,6834.98,-37.42813,142.42605
0,0,1,0,0,0,1,0,0,0,0,1,0,1,0.8,676,0,141,3769.18,-37.43055,142.42545
0,0,1,0,0,0,1,0,1,0,0,0,50,1,0,701,0,141,8130.93,-37.4378,142.42523
0,0,1,0,0,0,0,0,0,0,0,0,50,1,0,724,0,141,8748.51,-37.44115,142.42518
0,0,1,0,1,0,0,0,1,0,0,0,50,1,0,721,0,141,7270.23,-37.44278,142.42393
0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,714,0,141,6980.68,-37.44583,142.42203
0,0,1,0,0,0,1,0,0,0,0,1,40,1,1.93,709,0,140,8124.72,-37.44802,142.42147
0,0,1,0,0,0,0,0,0,0,0,0,20,1,0,692,0,139,9612.13,-37.47222,142.4
0,0,0,0,0,0,1,0,0,0,0,1,0,1,0.57,677,0,139,9506.67,-37.47837,142.39085
0,0,0,0,0,0,1,0,0,0,0,1,0,1,1.42,671,0,139,10686.72,-37.47935,142.3858
0,0,0,0,0,0,0,0,0,1,0,0,90,1,0,1037,0,149,1677.96,-37.258482,142.515423
0,0,0,0,0,0,0,1,1,0,0,1,0,1,3.62,782,0,147,1338.1,-37.296628,142.532772
0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,747,0,142,1412.34,-37.424216,142.449653
0,0,0,0,0,0,0,0,0,0,0,1,0,1,1.66,673,0,141,6527.34,-37.426254,142.424668
0,0,0,1,0,0,0,0,0,0,0,0,0,0,4.96,664,0,141,4012.36,-37.424744,142.407425
0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,851,0,151,1382.69,-37.151093,142.444018
1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,796,0,150,8027.68,-37.168252,142.436665
0,0,1,0,0,0,1,0,0,0,0,1,0,1,1.49,755,0,152,401.09,-37.09009,142.524666
0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,633,0,155,579.81,-36.986016,142.477059
0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,596,0,156,517.79,-36.956814,142.462485
0,1,0,0,0,0,1,0,0,0,0,0,0,1,0.59,586,0,158,585.05,-36.891487,142.410995
0,1,0,0,0,0,0,0,0,0,0,0,0,1,2.53,555,0,158,436.07,-36.87936,142.384993
0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,587,0,158,1657.51,-36.889096,142.383137
0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,595,0,157,618,-36.901251,142.37405
1,0,0,0,0,0,0,0,0,1,0,0,10,1,0,830,0,151,8216.08,-37.151657,142.503388
0,0,0,0,0,0,0,1,0,0,0,0,0,0,3.94,774,0,149,1625.2,-37.173719,142.42479
0,0,1,0,0,0,0,0,0,0,1,0,0,0,4.86,743,0,149,1357.01,-37.176142,142.394528
0,0,0,1,0,0,0,0,0,0,0,1,0,0,5.99,718,0,147,3406.36,-37.245219,142.41637
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,907,0,148,1408.33,-37.261133,142.561584
0,0,0,0,0,0,0,0,0,1,0,0,95,1,0,791,0,140,3676.34,-37.490724,142.400292
